name,object_id,tract,patch,visit,ccd,filter,pointing,mjd,exptime,seeing,zeropt,maglimit
cid_1205,43158739083084985,9813,505,103048,101,g,1880,57807.31641157,180.0,1.1167105,32.503693,
cid_1205,43158739083084985,9813,505,103054,57,g,1880,57807.32375599,300.0,1.0732291,32.914425,
cid_1205,43158739083084985,9813,505,103056,100,g,1880,57807.32758463,180.0,1.0188628,32.490097,
cid_1205,43158739083084985,9813,505,103076,57,g,1880,57807.35492218,300.0,1.1887623,32.910534,
cid_1205,43158739083084985,9813,505,103078,100,g,1880,57807.35875191,180.0,1.2395443,32.48363,
cid_1205,43158739083084985,9813,505,103080,101,g,1880,57807.36119103,180.0,1.1832725,32.499508,
cid_1205,43158739083084985,9813,505,104856,58,g,1890,57817.4349157,300.0,0.7902289,32.9827,
cid_1205,43158739083084985,9813,505,104860,15,g,1890,57817.44134827,180.0,0.65086365,32.567364,
cid_1205,43158739083084985,9813,505,104866,50,g,1890,57817.44888411,300.0,0.854611,32.98406,
cid_1205,43158739083084985,9813,505,104868,4,g,1890,57817.45275981,180.0,0.74129087,32.568287,
cid_1205,43158739083084985,9813,505,106058,58,g,1907,57834.27387879,300.0,1.122335,32.90994,
cid_1205,43158739083084985,9813,505,106062,15,g,1907,57834.28020983,180.0,1.1331016,32.47611,
cid_1205,43158739083084985,9813,505,106068,50,g,1907,57834.28771232,300.0,0.9100228,32.923965,
cid_1205,43158739083084985,9813,505,106070,4,g,1907,57834.29156519,180.0,0.8645154,32.518955,
cid_1205,43158739083084985,9813,505,106078,49,g,1907,57834.3015237,300.0,0.7606018,32.94692,
cid_1205,43158739083084985,9813,505,106080,4,g,1907,57834.30536188,180.0,0.7160596,32.51731,
cid_1205,43158739083084985,9813,505,106130,57,g,1907,57834.35985791,300.0,0.8428725,32.95598,
cid_1205,43158739083084985,9813,505,107872,65,g,1914,57841.26791919,300.0,0.7674537,32.985577,
cid_1205,43158739083084985,9813,505,107874,4,g,1914,57841.27175639,180.0,0.9029796,32.535137,
cid_1205,43158739083084985,9813,505,107882,74,g,1914,57841.28183026,300.0,1.1747327,32.972572,
cid_1205,43158739083084985,9813,505,107884,4,g,1914,57841.28569872,180.0,1.2017539,32.492798,
cid_1205,43158739083084985,9813,505,107892,66,g,1914,57841.29573085,300.0,1.097448,32.97728,
cid_1205,43158739083084985,9813,505,107894,4,g,1914,57841.29958137,180.0,0.8612992,32.53248,
cid_1205,43158739083084985,9813,505,107902,65,g,1914,57841.30966841,300.0,0.82791287,32.9876,
cid_1205,43158739083084985,9813,505,113174,65,g,1942,57869.32077596,300.0,0.96282184,32.94242,
cid_1205,43158739083084985,9813,505,113176,58,g,1942,57869.32460339,300.0,0.992316,32.901203,
cid_1205,43158739083084985,9813,505,113178,58,g,1942,57869.32843039,300.0,0.8255227,32.94358,
cid_1205,43158739083084985,9813,505,113180,50,g,1942,57869.3322568,300.0,0.82297504,32.919052,
cid_1205,43158739083084985,9813,505,172484,50,g,2650,58577.28464432,300.0,0.85913056,33.177784,
cid_1205,43158739083084985,9813,505,172486,57,g,2650,58577.28847009,300.0,0.8526674,33.18144,
cid_1205,43158739083084985,9813,505,172488,65,g,2650,58577.29229974,300.0,0.89144385,33.194176,
cid_1205,43158739083084985,9813,505,172490,73,g,2650,58577.29612807,300.0,0.8736192,33.217194,
